datetime,month,weekday,day,hour,Consumption,Temperature,Kosuiryo(mm),Nisha(MJ/m2),Sitsudo(%),Close(JPY/kWh),ShortVolume(kWh),LongVolume(kWh),EreaPriceTokyo(JPY/kWh)
2016-07-20 03:00:00,7,2,20,3,2601,24.9,0.0,0.0,97.0,4.71,7112500.0,2464500.0,6.29
2016-07-20 04:00:00,7,2,20,4,2585,24.7,0.0,0.0,93.0,4.72,7158500.0,2452750.0,5.97
2016-07-20 05:00:00,7,2,20,5,2605,24.3,1.0,0.0,97.0,4.72,7179000.0,2491000.0,6.49
2016-07-20 06:00:00,7,2,20,6,2799,23.9,0.0,0.04,98.0,4.76,7028500.0,2611000.0,6.49
2016-07-20 07:00:00,7,2,20,7,3209,24.4,0.0,0.36,87.0,6.975,6602500.0,2933000.0,9.14
2016-07-20 08:00:00,7,2,20,8,3701,25.2,0.0,0.96,81.0,5.59,6539750.0,3436500.0,8.09
2016-07-20 09:00:00,7,2,20,9,4091,26.2,0.0,1.38,74.0,9.780000000000001,6274000.0,4201250.0,9.905
2016-07-20 10:00:00,7,2,20,10,4257,26.7,0.0,1.48,67.0,6.58,6459250.0,4670250.0,9.61
2016-07-20 11:00:00,7,2,20,11,4373,28.8,0.0,1.96,64.0,7.535,5856250.0,4642500.0,11.295
2016-07-20 12:00:00,7,2,20,12,4267,27.8,0.0,1.33,66.0,7.904999999999999,6738500.0,4151500.0,9.559999999999999
2016-07-20 13:00:00,7,2,20,13,4408,29.4,0.0,2.12,67.0,10.260000000000002,5636500.0,4768250.0,12.035
2016-07-20 14:00:00,7,2,20,14,4467,28.9,0.0,2.17,66.0,9.38,4853250.0,4956000.0,12.99
2016-07-20 15:00:00,7,2,20,15,4401,28.9,0.0,2.45,62.0,12.42,4573750.0,4912250.0,14.629999999999999
2016-07-20 16:00:00,7,2,20,16,4368,28.8,0.0,1.87,61.0,13.959999999999999,3904000.0,4834250.0,20.0
2016-07-20 17:00:00,7,2,20,17,4222,28.1,0.0,1.15,62.0,12.24,3746000.0,4371000.0,17.45
2016-07-20 18:00:00,7,2,20,18,4153,27.4,0.0,0.49,65.0,9.73,3852500.0,4237750.0,11.08
2016-07-20 19:00:00,7,2,20,19,4063,26.9,0.0,0.04,68.0,11.25,4320750.0,4039500.0,10.46
2016-07-20 20:00:00,7,2,20,20,3770,26.1,0.0,0.0,72.0,8.98,4665250.0,3489500.0,9.620000000000001
2016-07-20 21:00:00,7,2,20,21,3487,25.6,0.0,0.0,71.0,8.45,5190750.0,2920750.0,8.73
2016-07-20 22:00:00,7,2,20,22,3360,25.3,0.0,0.0,70.0,8.855,4332750.0,2871750.0,7.765
2016-07-20 23:00:00,7,2,20,23,3108,25.1,0.0,0.0,74.0,6.49,4436500.0,2745250.0,6.97
2016-07-21 00:00:00,7,3,21,0,2802,24.0,0.0,0.0,81.0,4.725,6334750.0,2506500.0,6.49
2016-07-21 01:00:00,7,3,21,1,2599,23.9,0.0,0.0,82.0,5.395,7634750.0,2488750.0,6.49
2016-07-21 02:00:00,7,3,21,2,2495,23.6,0.0,0.0,80.0,5.925,8096000.0,2439750.0,6.49
2016-07-21 03:00:00,7,3,21,3,2471,22.7,0.0,0.0,85.0,6.705,8324750.0,2454250.0,6.015000000000001
2016-07-21 04:00:00,7,3,21,4,2473,21.3,1.5,0.0,97.0,5.685,8156250.0,2448000.0,5.54
2016-07-21 05:00:00,7,3,21,5,2522,21.2,2.5,0.0,98.0,7.0,8492000.0,2385500.0,5.8149999999999995
2016-07-21 06:00:00,7,3,21,6,2684,21.2,2.5,0.02,100.0,7.0,8454000.0,2541750.0,6.015000000000001
2016-07-21 07:00:00,7,3,21,7,2992,21.6,2.5,0.06,99.0,5.14,7563000.0,2927000.0,6.49
2016-07-21 08:00:00,7,3,21,8,3453,21.4,1.0,0.08,95.0,7.85,7203000.0,3526750.0,8.43
2016-07-21 09:00:00,7,3,21,9,3826,21.3,6.0,0.21,99.0,9.5,6768250.0,4209250.0,11.149999999999999
2016-07-21 10:00:00,7,3,21,10,3929,21.4,2.0,0.34,98.0,7.6499999999999995,6731250.0,4655500.0,9.559999999999999
2016-07-21 11:00:00,7,3,21,11,3948,21.7,2.0,0.33,98.0,9.83,6362000.0,4589000.0,11.295
2016-07-21 12:00:00,7,3,21,12,3728,21.9,2.0,0.47,98.0,8.03,7144750.0,4167500.0,9.6
2016-07-21 13:00:00,7,3,21,13,3804,21.7,2.0,0.52,98.0,10.625,6378000.0,4760250.0,11.71
2016-07-21 14:00:00,7,3,21,14,3823,22.0,1.0,0.51,98.0,12.0,6028250.0,4933750.0,16.700000000000003
2016-07-21 15:00:00,7,3,21,15,3783,21.9,1.0,0.46,98.0,8.41,5595250.0,4862000.0,19.95
2016-07-21 16:00:00,7,3,21,16,3792,21.8,0.5,0.4,95.0,14.39,5099000.0,4748750.0,20.0
2016-07-21 17:00:00,7,3,21,17,3751,21.9,1.5,0.22,98.0,10.2,5065000.0,4219000.0,17.134999999999998
2016-07-21 18:00:00,7,3,21,18,3739,21.6,0.0,0.17,98.0,10.34,5137250.0,4168500.0,11.969999999999999
2016-07-21 19:00:00,7,3,21,19,3649,21.8,0.0,0.03,95.0,10.285,5432000.0,3959500.0,10.825
2016-07-21 20:00:00,7,3,21,20,3418,21.6,0.5,0.0,100.0,9.725,5751250.0,3410500.0,9.33
2016-07-21 21:00:00,7,3,21,21,3173,21.5,0.0,0.0,100.0,6.244999999999999,6381000.0,2858750.0,7.51
2016-07-21 22:00:00,7,3,21,22,3096,21.5,0.0,0.0,100.0,5.22,5503500.0,2829500.0,7.09
2016-07-21 23:00:00,7,3,21,23,2896,21.6,0.0,0.0,100.0,5.22,5296750.0,2680500.0,6.9
2016-07-22 00:00:00,7,4,22,0,2631,22.0,0.0,0.0,96.0,5.58,5128500.0,2508500.0,6.49
2016-07-22 01:00:00,7,4,22,1,2467,21.8,0.0,0.0,95.0,4.745,7374000.0,2463500.0,6.005
2016-07-22 02:00:00,7,4,22,2,2393,21.7,0.0,0.0,93.0,4.914999999999999,8470000.0,2415250.0,5.640000000000001
2016-07-22 03:00:00,7,4,22,3,2397,21.4,0.0,0.0,94.0,5.140000000000001,8707000.0,2431250.0,5.57
2016-07-22 04:00:00,7,4,22,4,2409,21.5,0.0,0.0,93.0,5.46,8768000.0,2420500.0,5.57
2016-07-22 05:00:00,7,4,22,5,2443,21.2,0.5,0.0,97.0,5.3149999999999995,8539000.0,2440500.0,5.57
2016-07-22 06:00:00,7,4,22,6,2601,21.0,0.5,0.03,99.0,4.725,7796500.0,2566250.0,6.095000000000001
2016-07-22 07:00:00,7,4,22,7,2877,21.2,0.5,0.04,98.0,6.56,6554750.0,2971750.0,6.49
2016-07-22 08:00:00,7,4,22,8,3292,20.5,1.0,0.09,97.0,6.5600000000000005,5054250.0,3617500.0,8.09
2016-07-22 09:00:00,7,4,22,9,3646,20.9,0.0,0.27,94.0,7.525,4808750.0,4304000.0,12.73
2016-07-22 10:00:00,7,4,22,10,3717,21.1,0.5,0.39,91.0,10.825,5312750.0,4762250.0,12.99
2016-07-22 11:00:00,7,4,22,11,3735,20.4,0.5,0.25,96.0,11.64,4780500.0,4696750.0,12.99
2016-07-22 12:00:00,7,4,22,12,3546,21.2,0.0,0.56,88.0,8.52,5916250.0,4225750.0,9.52
2016-07-22 13:00:00,7,4,22,13,3652,21.2,0.0,0.49,92.0,10.895,5030000.0,4820250.0,11.995000000000001
2016-07-22 14:00:00,7,4,22,14,3673,21.6,0.0,0.64,88.0,10.415,5008250.0,4943750.0,12.99
2016-07-22 15:00:00,7,4,22,15,3621,22.1,0.0,0.39,76.0,9.975,4921750.0,4858750.0,12.035
2016-07-22 16:00:00,7,4,22,16,3619,21.9,0.0,0.37,80.0,9.809999999999999,4366000.0,4752750.0,12.99
2016-07-22 17:00:00,7,4,22,17,3547,21.9,0.0,0.42,77.0,8.424999999999999,4541750.0,4175250.0,12.035
2016-07-22 18:00:00,7,4,22,18,3541,22.3,0.0,0.2,71.0,7.505,5236250.0,4021750.0,10.165
2016-07-22 19:00:00,7,4,22,19,3443,22.1,0.0,0.03,72.0,7.48,5659000.0,3741000.0,8.77
2016-07-22 20:00:00,7,4,22,20,3241,21.8,0.0,0.0,72.0,7.0649999999999995,5737250.0,3260000.0,7.4350000000000005
2016-07-22 21:00:00,7,4,22,21,3035,21.9,0.0,0.0,73.0,6.765,6194250.0,2894500.0,6.5649999999999995
2016-07-22 22:00:00,7,4,22,22,2905,21.7,0.0,0.0,76.0,5.785,4804250.0,2837500.0,6.49
2016-07-22 23:00:00,7,4,22,23,2727,21.4,0.0,0.0,75.0,4.72,4612250.0,2688250.0,5.55
2016-07-23 00:00:00,7,5,23,0,2523,20.9,0.0,0.0,80.0,5.37,5278000.0,2485500.0,6.015000000000001
2016-07-23 01:00:00,7,5,23,1,2366,20.8,0.0,0.0,77.0,4.865,7078750.0,2412750.0,5.86
2016-07-23 02:00:00,7,5,23,2,2292,20.8,0.0,0.0,76.0,5.605,7985500.0,2359250.0,5.94
2016-07-23 03:00:00,7,5,23,3,2273,20.4,0.0,0.0,76.0,4.525,7962500.0,2345750.0,5.94
2016-07-23 04:00:00,7,5,23,4,2277,20.2,0.0,0.0,74.0,5.5,8170750.0,2350250.0,5.94
2016-07-23 05:00:00,7,5,23,5,2243,20.2,0.0,0.0,74.0,5.65,8521000.0,2350500.0,5.5
2016-07-23 06:00:00,7,5,23,6,2285,20.3,0.0,0.1,74.0,4.91,9075750.0,2366500.0,5.48
2016-07-23 07:00:00,7,5,23,7,2484,21.0,0.0,0.65,72.0,4.17,9235500.0,2457750.0,5.5
2016-07-23 08:00:00,7,5,23,8,2754,21.4,0.0,0.92,69.0,6.8149999999999995,10524750.0,2693500.0,5.48
2016-07-23 09:00:00,7,5,23,9,2997,22.1,0.0,1.11,69.0,5.645,11194000.0,3052000.0,5.725
2016-07-23 10:00:00,7,5,23,10,3131,22.9,0.0,1.83,63.0,5.94,12122000.0,3428750.0,5.94
2016-07-23 11:00:00,7,5,23,11,3176,24.1,0.0,2.1,64.0,5.609999999999999,11671250.0,3457250.0,6.029999999999999
2016-07-23 12:00:00,7,5,23,12,3141,25.1,0.0,3.14,59.0,5.835,11954750.0,3330250.0,5.925000000000001
2016-07-23 13:00:00,7,5,23,13,3149,24.7,0.0,2.29,61.0,6.165,11161250.0,3459000.0,6.25
2016-07-23 14:00:00,7,5,23,14,3142,24.4,0.0,0.86,65.0,6.555,9793500.0,3536250.0,6.49
2016-07-23 15:00:00,7,5,23,15,3104,24.5,0.0,0.78,62.0,7.25,8628750.0,3626500.0,6.49
2016-07-23 16:00:00,7,5,23,16,3093,24.3,0.0,0.72,62.0,8.0,7942000.0,3638500.0,6.49
2016-07-23 17:00:00,7,5,23,17,3065,24.5,0.0,0.67,63.0,7.8,7441750.0,3418500.0,6.49
2016-07-23 18:00:00,7,5,23,18,3117,24.0,0.0,0.24,65.0,7.8,7317000.0,3635750.0,6.49
2016-07-23 19:00:00,7,5,23,19,3135,22.6,0.0,0.04,71.0,7.21,7281750.0,3740000.0,6.49
2016-07-23 20:00:00,7,5,23,20,3008,22.7,0.0,0.0,71.0,7.234999999999999,7393250.0,3177750.0,6.49
2016-07-23 21:00:00,7,5,23,21,2843,22.0,0.0,0.0,76.0,6.875,7958250.0,2855500.0,6.03
2016-07-23 22:00:00,7,5,23,22,2696,22.0,0.0,0.0,82.0,7.0,6810500.0,2739250.0,6.49
2016-07-23 23:00:00,7,5,23,23,2543,21.5,0.0,0.0,83.0,7.0,5495500.0,2639000.0,6.49
2016-07-24 00:00:00,7,6,24,0,2360,21.3,0.0,0.0,82.0,6.859999999999999,5824250.0,2404500.0,5.9
2016-07-24 01:00:00,7,6,24,1,2212,21.1,0.0,0.0,82.0,5.57,7465750.0,2383000.0,5.57
2016-07-24 02:00:00,7,6,24,2,2136,20.5,0.0,0.0,83.0,5.895,8380500.0,2262500.0,5.91
2016-07-24 03:00:00,7,6,24,3,2148,19.4,0.0,0.0,88.0,5.94,8740750.0,2237500.0,5.94
2016-07-24 04:00:00,7,6,24,4,2148,19.7,0.0,0.0,88.0,6.205,8784000.0,2226750.0,5.710000000000001
2016-07-24 05:00:00,7,6,24,5,2105,19.8,0.0,0.02,87.0,6.279999999999999,9037000.0,2201500.0,5.64
2016-07-24 06:00:00,7,6,24,6,2152,20.6,0.0,0.24,87.0,5.635,9278000.0,2195250.0,5.64
2016-07-24 07:00:00,7,6,24,7,2324,21.9,0.0,0.57,78.0,5.455,9778500.0,2279750.0,5.455
2016-07-24 08:00:00,7,6,24,8,2557,23.2,0.0,1.54,72.0,5.859999999999999,10805750.0,2488000.0,6.115
2016-07-24 09:00:00,7,6,24,9,2840,24.3,0.0,1.94,70.0,5.93,10787000.0,2863500.0,6.49
2016-07-24 10:00:00,7,6,24,10,2975,25.4,0.0,2.69,68.0,9.0,11154000.0,3243000.0,6.49
2016-07-24 11:00:00,7,6,24,11,3017,26.4,0.0,2.87,60.0,8.955,11238500.0,3313250.0,6.49
2016-07-24 12:00:00,7,6,24,12,3025,26.8,0.0,1.82,64.0,4.73,10788500.0,3293000.0,6.49
2016-07-24 13:00:00,7,6,24,13,3074,26.8,0.0,1.81,60.0,4.73,10541250.0,3303000.0,6.49
2016-07-24 14:00:00,7,6,24,14,3035,27.4,0.0,1.79,58.0,6.795,9641250.0,3386500.0,6.49
2016-07-24 15:00:00,7,6,24,15,3065,28.2,0.0,1.94,59.0,9.0,8456750.0,3487750.0,6.49
2016-07-24 16:00:00,7,6,24,16,3097,26.8,0.0,1.53,61.0,7.635,7912000.0,3609000.0,6.49
2016-07-24 17:00:00,7,6,24,17,3154,26.9,0.0,1.15,58.0,7.6,7059500.0,3481500.0,7.145
2016-07-24 18:00:00,7,6,24,18,3217,26.5,0.0,0.6,59.0,8.35,6393000.0,3589750.0,7.285
2016-07-24 19:00:00,7,6,24,19,3264,24.8,0.0,0.1,75.0,6.785,6428000.0,3653000.0,7.21
2016-07-24 20:00:00,7,6,24,20,3129,24.1,0.0,0.0,76.0,7.035,6653000.0,3286750.0,7.025
2016-07-24 21:00:00,7,6,24,21,2927,23.5,0.0,0.0,79.0,6.58,7102000.0,2911000.0,6.49
2016-07-24 22:00:00,7,6,24,22,2755,23.2,0.0,0.0,80.0,6.404999999999999,6506750.0,2643250.0,6.49
2016-07-24 23:00:00,7,6,24,23,2565,23.1,0.0,0.0,81.0,5.64,5729500.0,2463750.0,6.49
2016-07-25 00:00:00,7,0,25,0,2359,22.8,0.0,0.0,82.0,5.9,5399250.0,2325000.0,6.095000000000001
2016-07-25 01:00:00,7,0,25,1,2220,22.4,0.0,0.0,85.0,4.87,7132750.0,2357750.0,5.24
2016-07-25 02:00:00,7,0,25,2,2165,22.4,0.0,0.0,85.0,5.425,7462250.0,2256000.0,5.48
2016-07-25 03:00:00,7,0,25,3,2176,22.1,0.0,0.0,87.0,5.18,7640500.0,2223750.0,5.18
2016-07-25 04:00:00,7,0,25,4,2180,21.6,0.0,0.0,89.0,6.03,7693750.0,2217750.0,5.94
2016-07-25 05:00:00,7,0,25,5,2194,21.4,0.0,0.01,90.0,7.2,7501000.0,2237000.0,5.94
2016-07-25 06:00:00,7,0,25,6,2401,22.0,0.0,0.25,86.0,6.1,7282750.0,2355500.0,6.1
2016-07-25 07:00:00,7,0,25,7,2733,22.6,0.0,0.53,81.0,7.225,6799750.0,2663750.0,6.49
2016-07-25 08:00:00,7,0,25,8,3231,23.7,0.0,0.7,75.0,7.91,6710750.0,3378250.0,7.91
2016-07-25 09:00:00,7,0,25,9,3666,24.5,0.0,1.15,72.0,10.4,6387000.0,4121500.0,10.315
2016-07-25 10:00:00,7,0,25,10,3810,25.9,0.0,1.51,70.0,6.779999999999999,6441500.0,4598750.0,11.11
2016-07-25 11:00:00,7,0,25,11,3890,25.8,0.0,1.11,70.0,9.379999999999999,6430250.0,4564750.0,12.99
2016-07-25 12:00:00,7,0,25,12,3785,26.8,0.0,1.2,65.0,6.5,7199250.0,4031000.0,9.52
2016-07-25 13:00:00,7,0,25,13,3968,27.6,0.0,1.32,65.0,8.53,6015000.0,4672000.0,12.99
2016-07-25 14:00:00,7,0,25,14,3972,27.0,0.0,1.26,67.0,8.86,5261750.0,4848500.0,12.99
2016-07-25 15:00:00,7,0,25,15,3963,27.4,0.0,0.82,73.0,9.5,4629500.0,4814250.0,12.99
2016-07-25 16:00:00,7,0,25,16,3924,26.5,0.0,0.59,74.0,9.265,4028500.0,4822250.0,14.57
2016-07-25 17:00:00,7,0,25,17,3840,25.7,0.0,0.32,77.0,9.4,4000250.0,4216250.0,11.11
2016-07-25 18:00:00,7,0,25,18,3819,26.2,0.0,0.17,70.0,10.195,4096500.0,4158250.0,9.94
2016-07-25 19:00:00,7,0,25,19,3729,25.3,0.0,0.05,78.0,9.92,5002500.0,3957500.0,9.54
2016-07-25 20:00:00,7,0,25,20,3519,25.4,0.0,0.0,78.0,8.02,5923500.0,3381000.0,7.1850000000000005
2016-07-25 21:00:00,7,0,25,21,3294,25.5,0.0,0.0,77.0,6.785,6760250.0,2804250.0,6.85
2016-07-25 22:00:00,7,0,25,22,3125,25.2,0.0,0.0,76.0,5.779999999999999,5844250.0,2777000.0,6.49
2016-07-25 23:00:00,7,0,25,23,2902,24.9,0.0,0.0,76.0,5.08,6009500.0,2632500.0,6.49
2016-07-26 00:00:00,7,1,26,0,2638,24.4,0.0,0.0,82.0,4.855,6290750.0,2444250.0,6.49
2016-07-26 01:00:00,7,1,26,1,2455,24.1,0.0,0.0,85.0,4.75,8346750.0,2356000.0,6.49
2016-07-26 02:00:00,7,1,26,2,2374,23.6,0.0,0.0,88.0,4.71,8666750.0,2314750.0,5.57
2016-07-26 03:00:00,7,1,26,3,2362,23.4,0.0,0.0,90.0,4.75,8701750.0,2331250.0,5.57
2016-07-26 04:00:00,7,1,26,4,2373,23.2,0.0,0.0,91.0,4.71,8733000.0,2336750.0,5.6
2016-07-26 05:00:00,7,1,26,5,2391,23.1,0.0,0.0,92.0,5.585,8766250.0,2381000.0,6.29
2016-07-26 06:00:00,7,1,26,6,2588,23.8,0.0,0.21,87.0,6.05,8388000.0,2507750.0,6.49
2016-07-26 07:00:00,7,1,26,7,2941,24.0,0.0,0.23,87.0,6.785,7091000.0,2929750.0,6.49
2016-07-26 08:00:00,7,1,26,8,3398,23.9,0.0,0.27,90.0,8.85,6177000.0,3565250.0,9.825
2016-07-26 09:00:00,7,1,26,9,3771,24.0,0.0,0.28,87.0,11.0,6025500.0,4329000.0,12.135
2016-07-26 10:00:00,7,1,26,10,3895,24.6,0.0,0.45,87.0,10.335,5896250.0,4785750.0,11.5
2016-07-26 11:00:00,7,1,26,11,3986,25.5,0.0,0.89,81.0,9.715,5315000.0,4732000.0,12.17
2016-07-26 12:00:00,7,1,26,12,3823,26.6,0.0,1.59,71.0,7.835000000000001,6237500.0,4212750.0,9.52
2016-07-26 13:00:00,7,1,26,13,3929,25.9,0.0,1.87,71.0,10.205,5539000.0,4803250.0,11.11
2016-07-26 14:00:00,7,1,26,14,3875,25.3,0.0,0.77,73.0,7.484999999999999,5240000.0,4927500.0,11.11
2016-07-26 15:00:00,7,1,26,15,3834,24.7,0.0,0.44,83.0,7.215,4963750.0,4850000.0,11.11
2016-07-26 16:00:00,7,1,26,16,3826,24.5,0.0,0.31,81.0,9.265,4563750.0,4749750.0,12.99
2016-07-26 17:00:00,7,1,26,17,3745,24.3,0.0,0.27,82.0,9.684999999999999,4383000.0,4159250.0,11.11
2016-07-26 18:00:00,7,1,26,18,3717,23.1,0.0,0.13,89.0,8.23,4403750.0,4083500.0,10.399999999999999
2016-07-26 19:00:00,7,1,26,19,3576,23.0,0.0,0.02,87.0,7.475,5022750.0,3772500.0,9.45
2016-07-26 20:00:00,7,1,26,20,3358,22.1,0.5,0.0,89.0,6.665,5791250.0,3218750.0,7.175
2016-07-26 21:00:00,7,1,26,21,3168,21.7,0.5,0.0,94.0,5.04,6779750.0,2846500.0,6.68
2016-07-26 22:00:00,7,1,26,22,3008,22.6,0.0,0.0,92.0,4.765000000000001,5193000.0,2832500.0,6.49
2016-07-26 23:00:00,7,1,26,23,2812,22.5,0.0,0.0,95.0,4.699999999999999,4348750.0,2744750.0,6.215
2016-07-27 00:00:00,7,2,27,0,2579,22.5,0.0,0.0,99.0,5.640000000000001,6217500.0,2465750.0,6.49
2016-07-27 01:00:00,7,2,27,1,2425,22.9,0.0,0.0,95.0,4.765000000000001,7394500.0,2388000.0,6.195
2016-07-27 02:00:00,7,2,27,2,2359,23.2,0.0,0.0,88.0,4.8,7317000.0,2345500.0,5.94
2016-07-27 03:00:00,7,2,27,3,2358,23.4,0.0,0.0,90.0,5.465,7571750.0,2370250.0,5.94
2016-07-27 04:00:00,7,2,27,4,2364,23.4,0.0,0.0,90.0,6.035,7745750.0,2376000.0,6.49
2016-07-27 05:00:00,7,2,27,5,2403,23.1,0.0,0.0,93.0,5.615,7851750.0,2418000.0,5.94
2016-07-27 06:00:00,7,2,27,6,2564,23.4,0.0,0.06,90.0,6.14,7754250.0,2495250.0,6.49
2016-07-27 07:00:00,7,2,27,7,2855,23.5,0.0,0.27,87.0,5.7,6371000.0,2939000.0,6.49
2016-07-27 08:00:00,7,2,27,8,3327,23.5,0.0,0.36,86.0,9.16,4817750.0,3464500.0,9.905
2016-07-27 09:00:00,7,2,27,9,3741,24.7,0.0,0.65,82.0,12.71,4639250.0,4206750.0,12.155000000000001
2016-07-27 10:00:00,7,2,27,10,3909,25.2,0.0,0.85,79.0,9.754999999999999,4638500.0,4681000.0,12.99
2016-07-27 11:00:00,7,2,27,11,3950,26.2,0.0,1.51,72.0,10.004999999999999,4692750.0,4607250.0,12.99
2016-07-27 12:00:00,7,2,27,12,3756,26.5,0.0,1.36,71.0,7.055,5069500.0,4119500.0,9.99
2016-07-27 13:00:00,7,2,27,13,3904,26.4,0.0,0.92,72.0,8.625,4452250.0,4674500.0,12.99
2016-07-27 14:00:00,7,2,27,14,3929,25.6,0.0,0.71,76.0,7.68,4137000.0,4904250.0,20.0
2016-07-27 15:00:00,7,2,27,15,3915,25.4,0.0,0.49,80.0,8.67,4028750.0,4856750.0,15.28
2016-07-27 16:00:00,7,2,27,16,3916,25.1,0.0,0.18,82.0,12.754999999999999,3513000.0,4816000.0,18.17
2016-07-27 17:00:00,7,2,27,17,3805,25.3,0.0,0.37,80.0,10.21,3636000.0,4276500.0,11.11
2016-07-27 18:00:00,7,2,27,18,3725,24.9,0.0,0.19,83.0,10.18,3858000.0,4286750.0,10.7
2016-07-27 19:00:00,7,2,27,19,3627,24.6,0.0,0.03,84.0,10.285,4105000.0,4068750.0,10.57
2016-07-27 20:00:00,7,2,27,20,3402,24.3,0.0,0.0,84.0,7.855,4065250.0,3518000.0,10.2
2016-07-27 21:00:00,7,2,27,21,3168,24.0,0.0,0.0,85.0,6.145,4777750.0,2924250.0,9.7
2016-07-27 22:00:00,7,2,27,22,3099,23.9,0.0,0.0,86.0,7.255,4243500.0,2907000.0,9.85
2016-07-27 23:00:00,7,2,27,23,2896,24.2,0.0,0.0,85.0,6.9350000000000005,3818250.0,2724750.0,9.025
2016-07-28 00:00:00,7,3,28,0,2652,24.1,0.0,0.0,85.0,6.51,6433750.0,2369250.0,6.49
2016-07-28 01:00:00,7,3,28,1,2472,24.1,0.0,0.0,86.0,4.88,7818500.0,2269750.0,5.94
2016-07-28 02:00:00,7,3,28,2,2389,23.9,0.0,0.0,88.0,4.705,7971000.0,2228750.0,5.5600000000000005
2016-07-28 03:00:00,7,3,28,3,2379,23.5,0.0,0.0,91.0,4.73,7908250.0,2280750.0,5.265
2016-07-28 04:00:00,7,3,28,4,2385,23.6,0.0,0.0,90.0,6.46,7805250.0,2314250.0,5.22
2016-07-28 05:00:00,7,3,28,5,2406,24.2,0.0,0.0,88.0,6.465,8129500.0,2346500.0,5.199999999999999
2016-07-28 06:00:00,7,3,28,6,2593,24.3,0.0,0.12,89.0,6.54,7924000.0,2473250.0,6.035
2016-07-28 07:00:00,7,3,28,7,2944,24.6,0.0,0.25,89.0,6.635,6596000.0,2877500.0,6.49
2016-07-28 08:00:00,7,3,28,8,3503,26.3,0.0,1.15,80.0,7.140000000000001,5724750.0,3524000.0,8.325
2016-07-28 09:00:00,7,3,28,9,3969,28.1,0.0,1.26,73.0,10.0,4689250.0,4306750.0,12.42
2016-07-28 10:00:00,7,3,28,10,4192,28.3,0.0,2.02,69.0,9.3,4793000.0,4756250.0,13.07
2016-07-28 11:00:00,7,3,28,11,4311,29.4,0.0,3.16,67.0,12.535,4347500.0,4689500.0,13.07
2016-07-28 12:00:00,7,3,28,12,4149,28.3,0.0,2.07,70.0,9.03,5092000.0,4187000.0,13.07
2016-07-28 13:00:00,7,3,28,13,4347,28.4,0.0,0.86,71.0,11.785,4328000.0,4786000.0,13.07
2016-07-28 14:00:00,7,3,28,14,4330,30.3,0.0,2.84,65.0,11.600000000000001,3523500.0,5003500.0,20.0
2016-07-28 15:00:00,7,3,28,15,4270,29.5,0.0,1.61,69.0,12.3,3294750.0,4929750.0,20.0
2016-07-28 16:00:00,7,3,28,16,4237,28.4,0.0,0.95,69.0,10.975000000000001,3144500.0,5032750.0,20.0
2016-07-28 17:00:00,7,3,28,17,4162,28.1,0.0,0.54,69.0,9.195,3242250.0,4672000.0,16.994999999999997
2016-07-28 18:00:00,7,3,28,18,4091,28.2,0.0,0.53,70.0,10.75,3400500.0,4613500.0,11.44
2016-07-28 19:00:00,7,3,28,19,4035,27.4,0.0,0.14,71.0,10.0,3575250.0,4434000.0,10.515
2016-07-28 20:00:00,7,3,28,20,3747,26.9,0.0,0.0,73.0,8.75,4264250.0,3823750.0,9.59
2016-07-28 21:00:00,7,3,28,21,3468,26.2,0.0,0.0,77.0,7.68,5135500.0,3224500.0,7.8950000000000005
2016-07-28 22:00:00,7,3,28,22,3314,25.3,0.0,0.0,82.0,8.094999999999999,4508000.0,2918000.0,6.695
2016-07-28 23:00:00,7,3,28,23,3063,24.9,0.0,0.0,84.0,6.705,3818000.0,2658000.0,6.49
2016-07-29 00:00:00,7,4,29,0,2779,24.4,0.0,0.0,88.0,5.545,6759250.0,2462500.0,6.49
2016-07-29 01:00:00,7,4,29,1,2575,24.8,0.0,0.0,87.0,5.234999999999999,8169250.0,2379250.0,6.49
2016-07-29 02:00:00,7,4,29,2,2473,24.3,0.0,0.0,90.0,4.67,8341750.0,2335500.0,6.49
2016-07-29 03:00:00,7,4,29,3,2442,24.1,0.0,0.0,91.0,5.16,8363000.0,2368750.0,6.49
2016-07-29 04:00:00,7,4,29,4,2425,23.3,0.0,0.0,96.0,4.67,8351250.0,2448750.0,6.49
2016-07-29 05:00:00,7,4,29,5,2446,23.0,0.0,0.01,98.0,5.545,8789250.0,2485250.0,6.49
2016-07-29 06:00:00,7,4,29,6,2678,24.5,0.0,0.28,91.0,4.67,8370250.0,2474250.0,6.49
2016-07-29 07:00:00,7,4,29,7,3059,26.0,0.0,0.82,83.0,6.465,7610000.0,2947500.0,6.49
2016-07-29 08:00:00,7,4,29,8,3629,26.4,0.0,0.83,79.0,8.18,7111500.0,3510000.0,10.64
2016-07-29 09:00:00,7,4,29,9,4180,27.8,0.0,0.86,75.0,9.045,6191500.0,4369750.0,13.07
2016-07-29 10:00:00,7,4,29,10,4358,30.0,0.0,2.67,67.0,9.48,6548250.0,4864250.0,13.07
2016-07-29 11:00:00,7,4,29,11,4467,30.1,0.0,3.19,65.0,10.665,6490750.0,4790250.0,13.07
2016-07-29 12:00:00,7,4,29,12,4349,31.1,0.0,3.3,59.0,10.65,7081500.0,4254000.0,13.07
