datetime,month,weekday,day,hour,Consumption,Temperature,Kosuiryo(mm),Nisha(MJ/m2),Sitsudo(%),Close(JPY/kWh),ShortVolume(kWh),LongVolume(kWh),EreaPriceTokyo(JPY/kWh)
2016-04-02 21:00:00,4,5,2,21,3007,11.3,0.0,0.0,70.0,6.23,3464250.0,2498500.0,6.23
2016-04-02 22:00:00,4,5,2,22,2856,11.1,0.0,0.0,74.0,6.425000000000001,3109750.0,2388250.0,7.49
2016-04-02 23:00:00,4,5,2,23,2674,10.9,0.0,0.0,77.0,6.42,2784000.0,2290500.0,7.155
2016-04-03 00:00:00,4,6,3,0,2455,10.0,0.0,0.0,95.0,0.0,2552000.0,2076500.0,6.67
2016-04-03 01:00:00,4,6,3,1,2325,10.0,0.5,0.0,97.0,0.0,3247750.0,2104500.0,6.445
2016-04-03 02:00:00,4,6,3,2,2280,10.0,0.5,0.0,98.0,0.0,3485000.0,2086000.0,5.49
2016-04-03 03:00:00,4,6,3,3,2265,9.8,0.5,0.0,99.0,0.0,3406500.0,2098250.0,5.45
2016-04-03 04:00:00,4,6,3,4,2253,9.9,0.0,0.0,98.0,0.0,3631000.0,2072750.0,5.41
2016-04-03 05:00:00,4,6,3,5,2276,9.7,0.0,0.0,98.0,0.0,3827250.0,2093750.0,5.8149999999999995
2016-04-03 06:00:00,4,6,3,6,2330,9.8,0.5,0.0,98.0,0.0,4214500.0,2118500.0,6.27
2016-04-03 07:00:00,4,6,3,7,2493,9.7,0.5,0.04,98.0,8.0,4519750.0,2121250.0,5.45
2016-04-03 08:00:00,4,6,3,8,2700,10.2,0.5,0.15,99.0,7.5,5880000.0,2163250.0,5.41
2016-04-03 09:00:00,4,6,3,9,2832,10.6,0.5,0.18,99.0,7.0,5718250.0,2383750.0,5.880000000000001
2016-04-03 10:00:00,4,6,3,10,2835,11.3,0.0,0.34,99.0,7.0,5810750.0,2573250.0,6.13
2016-04-03 11:00:00,4,6,3,11,2833,12.0,0.5,0.59,98.0,7.0,5901500.0,2584000.0,6.46
2016-04-03 12:00:00,4,6,3,12,2820,12.8,0.0,0.46,98.0,6.63,6613750.0,2572750.0,6.58
2016-04-03 13:00:00,4,6,3,13,2738,13.5,0.0,0.4,95.0,6.63,6695250.0,2606250.0,6.71
2016-04-03 14:00:00,4,6,3,14,2694,14.8,0.0,0.76,88.0,7.0,6623000.0,2640750.0,6.71
2016-04-03 15:00:00,4,6,3,15,2684,15.9,0.0,0.74,87.0,6.84,6637750.0,2668250.0,6.71
2016-04-03 16:00:00,4,6,3,16,2755,16.6,0.0,0.44,81.0,6.84,6014500.0,2762000.0,6.71
2016-04-03 17:00:00,4,6,3,17,2920,16.5,0.0,0.37,76.0,6.84,4990250.0,2656000.0,6.71
2016-04-03 18:00:00,4,6,3,18,3132,16.2,0.0,0.07,78.0,8.29,4506000.0,2722000.0,8.16
2016-04-03 19:00:00,4,6,3,19,3114,16.1,0.0,0.0,79.0,8.29,4875000.0,2696500.0,8.16
2016-04-03 20:00:00,4,6,3,20,3020,16.1,0.0,0.0,78.0,7.0649999999999995,4948750.0,2566250.0,6.9350000000000005
2016-04-03 21:00:00,4,6,3,21,2860,16.2,0.0,0.0,74.0,7.27,5321000.0,2388500.0,6.43
2016-04-03 22:00:00,4,6,3,22,2690,15.8,0.0,0.0,75.0,0.0,4912500.0,2246500.0,6.1850000000000005
2016-04-03 23:00:00,4,6,3,23,2494,16.0,0.0,0.0,77.0,0.0,4139000.0,2162750.0,6.58
2016-04-04 00:00:00,4,0,4,0,2304,16.0,0.0,0.0,81.0,0.0,3542250.0,2058750.0,6.52
2016-04-04 01:00:00,4,0,4,1,2206,15.8,0.0,0.0,81.0,3.235,4318750.0,2041750.0,6.5649999999999995
2016-04-04 02:00:00,4,0,4,2,2179,14.8,0.0,0.0,96.0,3.23,4323000.0,2015000.0,6.46
2016-04-04 03:00:00,4,0,4,3,2189,14.4,0.5,0.0,100.0,6.515,4138750.0,2095250.0,6.5649999999999995
2016-04-04 04:00:00,4,0,4,4,2216,14.9,0.5,0.0,100.0,6.525,4303250.0,2081500.0,6.46
2016-04-04 05:00:00,4,0,4,5,2320,15.4,1.5,0.0,100.0,6.56,4235250.0,2095250.0,6.49
2016-04-04 06:00:00,4,0,4,6,2528,15.7,0.5,0.0,100.0,7.34,4203500.0,2292000.0,6.58
2016-04-04 07:00:00,4,0,4,7,2835,16.0,2.5,0.04,100.0,8.12,3802250.0,2538000.0,6.785
2016-04-04 08:00:00,4,0,4,8,3168,17.3,0.5,0.09,100.0,4.06,3138500.0,3087250.0,8.115
2016-04-04 09:00:00,4,0,4,9,3418,18.4,0.0,0.29,97.0,0.0,2530250.0,3549250.0,10.73
2016-04-04 10:00:00,4,0,4,10,3480,18.5,1.0,0.4,96.0,0.0,2579750.0,3779000.0,10.629999999999999
2016-04-04 11:00:00,4,0,4,11,3422,16.2,1.0,0.95,98.0,5.5,2600500.0,3605250.0,10.094999999999999
2016-04-04 12:00:00,4,0,4,12,3200,17.2,0.0,1.79,88.0,8.5,4092500.0,3098000.0,8.08
2016-04-04 13:00:00,4,0,4,13,3323,20.6,0.0,2.04,77.0,10.0,2912250.0,3540750.0,9.684999999999999
2016-04-04 14:00:00,4,0,4,14,3322,21.2,0.0,1.33,66.0,10.0,3044000.0,3652000.0,9.67
2016-04-04 15:00:00,4,0,4,15,3312,21.1,0.0,1.17,63.0,10.0,3385000.0,3556000.0,9.61
2016-04-04 16:00:00,4,0,4,16,3349,20.5,0.0,0.7,67.0,10.0,3123500.0,3550000.0,9.755
2016-04-04 17:00:00,4,0,4,17,3346,18.8,0.0,0.26,78.0,10.0,2485750.0,3203250.0,9.66
2016-04-04 18:00:00,4,0,4,18,3436,13.0,0.0,0.15,78.0,0.0,2663500.0,3156000.0,9.32
2016-04-04 19:00:00,4,0,4,19,3337,11.3,0.0,0.0,79.0,4.25,2898250.0,3074000.0,8.39
2016-04-04 20:00:00,4,0,4,20,3213,10.9,0.0,0.0,79.0,4.25,3462250.0,2814500.0,7.8149999999999995
2016-04-04 21:00:00,4,0,4,21,3067,10.9,0.0,0.0,78.0,3.5,3725250.0,2618250.0,7.68
2016-04-04 22:00:00,4,0,4,22,2982,10.5,0.0,0.0,83.0,7.0,3496000.0,2467250.0,6.99
2016-04-04 23:00:00,4,0,4,23,2797,10.0,0.0,0.0,88.0,7.0,3408500.0,2368000.0,6.99
2016-04-05 00:00:00,4,1,5,0,2551,9.8,0.0,0.0,95.0,7.0,4235000.0,2156750.0,6.5649999999999995
2016-04-05 01:00:00,4,1,5,1,2427,9.9,0.5,0.0,94.0,7.0,5257750.0,2195250.0,6.265000000000001
2016-04-05 02:00:00,4,1,5,2,2392,9.8,0.0,0.0,94.0,6.715,5152000.0,2169750.0,6.55
2016-04-05 03:00:00,4,1,5,3,2380,9.7,0.5,0.0,96.0,6.5,5056500.0,2169000.0,6.55
2016-04-05 04:00:00,4,1,5,4,2415,9.6,0.0,0.0,98.0,6.52,5283750.0,2139500.0,6.46
2016-04-05 05:00:00,4,1,5,5,2524,9.7,0.0,0.0,97.0,6.859999999999999,5459000.0,2153750.0,6.48
2016-04-05 06:00:00,4,1,5,6,2767,9.6,0.0,0.0,97.0,0.0,4855000.0,2279500.0,6.55
2016-04-05 07:00:00,4,1,5,7,3056,9.6,0.5,0.06,96.0,8.0,4233750.0,2393000.0,6.71
2016-04-05 08:00:00,4,1,5,8,3400,9.6,0.0,0.17,94.0,6.36,4448750.0,2716500.0,7.6
2016-04-05 09:00:00,4,1,5,9,3678,9.7,0.0,0.32,88.0,5.995,4438250.0,3106000.0,9.165
2016-04-05 10:00:00,4,1,5,10,3747,10.5,0.0,0.51,66.0,7.0,4643000.0,3314750.0,8.600000000000001
2016-04-05 11:00:00,4,1,5,11,3727,11.6,0.0,0.68,65.0,6.23,4307250.0,3189250.0,9.02
2016-04-05 12:00:00,4,1,5,12,3532,11.7,0.0,0.97,58.0,6.4,4786250.0,2830750.0,6.99
2016-04-05 13:00:00,4,1,5,13,3670,12.0,0.0,0.58,59.0,7.0,4330500.0,3145500.0,9.34
2016-04-05 14:00:00,4,1,5,14,3640,12.3,0.0,0.64,57.0,7.0,4708250.0,3273750.0,9.03
2016-04-05 15:00:00,4,1,5,15,3589,12.3,0.0,0.52,51.0,7.0,4704250.0,3278500.0,9.61
2016-04-05 16:00:00,4,1,5,16,3579,12.1,0.0,0.4,56.0,7.0,4245750.0,3401000.0,9.66
2016-04-05 17:00:00,4,1,5,17,3579,12.0,0.0,0.18,61.0,7.815,3704000.0,3298000.0,8.74
2016-04-05 18:00:00,4,1,5,18,3664,11.6,0.0,0.06,61.0,8.95,3794750.0,3405500.0,9.254999999999999
2016-04-05 19:00:00,4,1,5,19,3559,11.1,0.0,0.0,68.0,7.915,3945250.0,3364500.0,9.04
2016-04-05 20:00:00,4,1,5,20,3414,11.1,0.0,0.0,70.0,8.0,4458500.0,3023750.0,7.609999999999999
2016-04-05 21:00:00,4,1,5,21,3234,12.0,0.0,0.0,58.0,8.25,4592250.0,2643250.0,7.28
2016-04-05 22:00:00,4,1,5,22,3135,10.9,0.0,0.0,67.0,6.445,4068000.0,2468750.0,7.255000000000001
2016-04-05 23:00:00,4,1,5,23,2913,10.8,0.0,0.0,65.0,7.0,3467000.0,2349000.0,6.58
2016-04-06 00:00:00,4,2,6,0,2634,10.1,0.0,0.0,73.0,6.975,3877750.0,2153000.0,6.484999999999999
2016-04-06 01:00:00,4,2,6,1,2496,9.7,0.0,0.0,79.0,7.265000000000001,4442500.0,2281500.0,6.045
2016-04-06 02:00:00,4,2,6,2,2451,8.6,0.0,0.0,84.0,7.55,4304750.0,2257750.0,6.015000000000001
2016-04-06 03:00:00,4,2,6,3,2440,8.1,0.0,0.0,88.0,6.41,4306750.0,2247750.0,6.02
2016-04-06 04:00:00,4,2,6,4,2478,7.9,0.0,0.0,89.0,6.41,4452000.0,2223500.0,6.02
2016-04-06 05:00:00,4,2,6,5,2593,7.7,0.0,0.0,96.0,5.695,4176750.0,2209250.0,5.96
2016-04-06 06:00:00,4,2,6,6,2787,8.4,0.0,0.07,95.0,7.65,4385000.0,2245000.0,6.3149999999999995
2016-04-06 07:00:00,4,2,6,7,2955,10.7,0.0,0.5,83.0,7.5,4763750.0,2343750.0,6.55
2016-04-06 08:00:00,4,2,6,8,3143,13.2,0.0,1.33,63.0,7.709999999999999,5485750.0,2690750.0,6.675
2016-04-06 09:00:00,4,2,6,9,3301,15.9,0.0,2.09,45.0,7.3,5848000.0,3152500.0,7.085
2016-04-06 10:00:00,4,2,6,10,3304,17.1,0.0,2.69,36.0,7.3,5978000.0,3355000.0,6.82
2016-04-06 11:00:00,4,2,6,11,3276,18.9,0.0,3.0,31.0,7.3,5860000.0,3251750.0,7.26
2016-04-06 12:00:00,4,2,6,12,3106,19.0,0.0,2.93,41.0,7.65,6970000.0,2921250.0,5.89
2016-04-06 13:00:00,4,2,6,13,3216,18.1,0.0,2.01,43.0,7.2,5987500.0,3204750.0,7.295
2016-04-06 14:00:00,4,2,6,14,3282,19.0,0.0,1.75,39.0,8.0,5738500.0,3321000.0,7.2
2016-04-06 15:00:00,4,2,6,15,3258,19.3,0.0,2.1,34.0,8.05,5318250.0,3331000.0,6.98
2016-04-06 16:00:00,4,2,6,16,3270,18.3,0.0,1.03,38.0,8.0,4683250.0,3424000.0,7.38
2016-04-06 17:00:00,4,2,6,17,3262,17.3,0.0,0.5,41.0,9.0,3831500.0,3133500.0,7.52
2016-04-06 18:00:00,4,2,6,18,3392,16.6,0.0,0.2,52.0,9.0,3622250.0,3141000.0,8.705
2016-04-06 19:00:00,4,2,6,19,3319,16.2,0.0,0.0,60.0,9.0,3966250.0,3049000.0,8.355
